# kongzi 204965 409936
1 (8, 7, 15, ('論', '氣', '不', '備', '論', '氣', '不', '論'))
2 (8, 7, 15, ('論', '性', '不', '論', '氣', '不', '備', '論'))
3 (8, 7, 15, ('氣', '不', '備', '論', '氣', '不', '論', '性'))
4 (8, 7, 15, ('性', '不', '論', '氣', '不', '備', '論', '氣'))
5 (8, 7, 15, ('備', '論', '氣', '不', '論', '性', '不', '明'))
6 (8, 7, 15, ('不', '論', '氣', '不', '備', '論', '氣', '不'))
7 (8, 7, 15, ('不', '備', '論', '氣', '不', '論', '性', '不'))
8 (8, 4, 15, ('鿡', '年', '鿡', '以', '上', '語', '類', '鿡'))
9 (8, 4, 15, ('發', '見', '而', '知', '其', '中', '之', '有'))
10 (8, 4, 15, ('所', '以', '正', '夫', '婦', '之', '倫', '也'))
11 (8, 4, 15, ('情', '發', '見', '而', '知', '其', '中', '之'))
12 (8, 4, 15, ('性', '與', '知', '覺', '有', '心', '之', '名'))
13 (8, 4, 15, ('年', '鿡', '以', '上', '語', '類', '鿡', '條'))
14 (8, 4, 15, ('壬', '午', '鿡', '月', '鿡', '日', '書', '云'))
15 (8, 4, 15, ('合', '虚', '與', '氣', '有', '性', '之', '名'))
16 (8, 4, 15, ('合', '性', '與', '知', '覺', '有', '心', '之'))
17 (8, 4, 15, ('之', '情', '發', '見', '而', '知', '其', '中'))
18 (8, 4, 15, ('之', '䘮', '則', '如', '之', '何', '孔', '子'))
19 (8, 4, 15, ('䘮', '則', '如', '之', '何', '孔', '子', '曰'))
20 (8, 3, 15, ('鿡', '行', '之', '生', '各', '鿡', '其', '性'))
21 (8, 3, 15, ('鿡', '是', '也', '書', '鿡', '月', '者', '鿡'))
22 (8, 3, 15, ('鿡', '日', '雨', '暘', '申', '省', '状', '照'))
23 (8, 3, 15, ('鿡', '性', '感', '動', '而', '善', '惡', '分'))
24 (8, 3, 15, ('鿡', '室', '之', '邑', '必', '有', '忠', '信'))
25 (8, 3, 15, ('鿡', '單', '鿡', '石', '鿡', '斗', '鿡', '升'))
26 (8, 3, 15, ('鿡', '分', '道', '理', '夜', '氣', '便', '添'))
27 (8, 3, 15, ('非', '禮', '勿', '言', '非', '禮', '勿', '動'))
28 (8, 3, 15, ('雨', '暘', '申', '省', '状', '照', '對', '本'))
29 (8, 3, 15, ('道', '理', '夜', '氣', '便', '添', '得', '鿡'))
30 (8, 3, 15, ('進', '得', '鿡', '分', '道', '理', '夜', '氣'))
31 (8, 3, 15, ('質', '之', '性', '善', '反', '之', '則', '天'))
32 (8, 3, 15, ('貢', '越', '席', '而', '對', '曰', '敢', '問'))
33 (8, 3, 15, ('諌', '曰', '此', '其', '妖', '歟', '武', '王'))
34 (8, 3, 15, ('自', '鿡', '月', '初', '鿡', '日', '以', '後'))
35 (8, 3, 15, ('臣', '有', '父', '母', '之', '䘮', '則', '如'))
36 (8, 3, 15, ('臣', '以', '禮', '臣', '事', '君', '以', '忠'))
37 (8, 3, 15, ('而', '臣', '有', '父', '母', '之', '䘮', '則'))
38 (8, 3, 15, ('而', '後', '有', '氣', '質', '之', '性', '善'))
39 (8, 3, 15, ('者', '幾', '孔', '子', '曰', '鿡', '請', '問'))
40 (8, 3, 15, ('禮', '廢', '者', '幾', '孔', '子', '曰', '鿡'))
41 (8, 3, 15, ('理', '夜', '氣', '便', '添', '得', '鿡', '分'))
42 (8, 3, 15, ('玩', '象', '玩', '數', '玩', '辭', '玩', '意'))
43 (8, 3, 15, ('父', '母', '之', '䘮', '則', '如', '之', '何'))
44 (8, 3, 15, ('氣', '質', '之', '性', '善', '反', '之', '則'))
45 (8, 3, 15, ('母', '之', '䘮', '則', '如', '之', '何', '孔'))
46 (8, 3, 15, ('有', '父', '母', '之', '䘮', '則', '如', '之'))
47 (8, 3, 15, ('有', '氣', '質', '之', '性', '善', '反', '之'))
48 (8, 3, 15, ('曰', '此', '其', '妖', '歟', '武', '王', '曰'))
49 (8, 3, 15, ('暘', '申', '省', '状', '照', '對', '本', '州'))
50 (8, 3, 15, ('日', '雨', '暘', '申', '省', '状', '照', '對'))
51 (8, 3, 15, ('方', '鿡', '里', '旁', '加', '鿡', '里', '為'))
52 (8, 3, 15, ('性', '善', '反', '之', '則', '天', '地', '之'))
53 (8, 3, 15, ('得', '鿡', '分', '道', '理', '夜', '氣', '便'))
54 (8, 3, 15, ('後', '有', '氣', '質', '之', '性', '善', '反'))
55 (8, 3, 15, ('形', '而', '後', '有', '氣', '質', '之', '性'))
56 (8, 3, 15, ('廢', '者', '幾', '孔', '子', '曰', '鿡', '請'))
57 (8, 3, 15, ('幾', '孔', '子', '曰', '鿡', '請', '問', '之'))
58 (8, 3, 15, ('孔', '子', '曰', '鿡', '請', '問', '之', '曰'))
59 (8, 3, 15, ('子', '貢', '越', '席', '而', '對', '曰', '敢'))
60 (8, 3, 15, ('太', '宗', '貞', '觀', '鿡', '年', '鿡', '月'))
61 (8, 3, 15, ('善', '反', '之', '則', '天', '地', '之', '性'))
62 (8, 3, 15, ('唐', '太', '宗', '貞', '觀', '鿡', '年', '鿡'))
63 (8, 3, 15, ('君', '使', '臣', '以', '禮', '臣', '事', '君'))
64 (8, 3, 15, ('反', '之', '則', '天', '地', '之', '性', '存'))
65 (8, 3, 15, ('則', '如', '之', '何', '孔', '子', '曰', '歸'))
66 (8, 3, 15, ('分', '道', '理', '夜', '氣', '便', '添', '得'))
67 (8, 3, 15, ('公', '鿡', '年', '胡', '安', '國', '傳', '曰'))
68 (8, 3, 15, ('僖', '公', '鿡', '有', '鿡', '年', '臣', '按'))
69 (8, 3, 15, ('使', '臣', '以', '禮', '臣', '事', '君', '以'))
70 (8, 3, 15, ('也', '壬', '午', '鿡', '月', '鿡', '日', '書'))
71 (8, 3, 15, ('之', '性', '善', '反', '之', '則', '天', '地'))
72 (8, 3, 15, ('之', '則', '天', '地', '之', '性', '存', '焉'))
73 (8, 3, 15, ('之', '䘮', '如', '之', '何', '孔', '子', '曰'))
1 (7, 7, 13, ('論', '氣', '不', '論', '性', '不', '明'))
2 (6, 8, 11, ('鿡', '石', '鿡', '斗', '鿡', '升'))
3 (6, 7, 11, ('論', '氣', '不', '論', '性', '不'))
4 (6, 7, 11, ('論', '氣', '不', '備', '論', '氣'))
5 (6, 7, 11, ('論', '性', '不', '論', '氣', '不'))
6 (6, 7, 11, ('省', '状', '照', '對', '本', '州'))
7 (6, 7, 11, ('申', '省', '状', '照', '對', '本'))
8 (6, 7, 11, ('氣', '不', '論', '性', '不', '明'))
9 (6, 7, 11, ('氣', '不', '備', '論', '氣', '不'))
10 (6, 7, 11, ('性', '不', '論', '氣', '不', '備'))
11 (6, 7, 11, ('太', '宗', '貞', '觀', '鿡', '年'))
12 (6, 7, 11, ('唐', '太', '宗', '貞', '觀', '鿡'))
13 (6, 7, 11, ('備', '論', '氣', '不', '論', '性'))
14 (6, 7, 11, ('也', '臣', '若', '水', '通', '曰'))
15 (6, 7, 11, ('不', '論', '氣', '不', '備', '論'))
16 (6, 7, 11, ('不', '備', '論', '氣', '不', '論'))
17 (6, 6, 11, ('鿡', '有', '鿡', '年', '臣', '按'))
18 (6, 6, 11, ('則', '如', '之', '何', '孔', '子'))
19 (6, 6, 11, ('公', '鿡', '有', '鿡', '年', '臣'))
20 (6, 5, 11, ('鿡', '月', '鿡', '日', '書', '云'))
21 (6, 5, 11, ('臣', '若', '水', '通', '曰', '此'))
22 (6, 5, 11, ('米', '鿡', '石', '鿡', '斗', '鿡'))
23 (6, 5, 11, ('堯', '舜', '禹', '湯', '文', '武'))
24 (6, 5, 11, ('也', '鿡', '梅', '堯', '臣', '曰'))
25 (6, 4, 11, ('鿡', '穀', '不', '升', '謂', '之'))
26 (6, 4, 11, ('鿡', '月', '初', '鿡', '日', '以'))
27 (6, 4, 11, ('鿡', '年', '鿡', '以', '上', '語'))
28 (6, 4, 11, ('鿡', '以', '上', '語', '類', '鿡'))
29 (6, 4, 11, ('見', '而', '知', '其', '中', '之'))
30 (6, 4, 11, ('虚', '與', '氣', '有', '性', '之'))
31 (6, 4, 11, ('與', '知', '覺', '有', '心', '之'))
32 (6, 4, 11, ('與', '氣', '有', '性', '之', '名'))
33 (6, 4, 11, ('自', '鿡', '月', '初', '鿡', '日'))
34 (6, 4, 11, ('而', '知', '其', '中', '之', '有'))
35 (6, 4, 11, ('篇', '名', '其', '鿡', '章', '曰'))
36 (6, 4, 11, ('知', '覺', '有', '心', '之', '名'))
37 (6, 4, 11, ('發', '見', '而', '知', '其', '中'))
38 (6, 4, 11, ('由', '氣', '化', '有', '道', '之'))
39 (6, 4, 11, ('由', '太', '虚', '有', '天', '之'))
40 (6, 4, 11, ('無', '聲', '之', '樂', '氣', '志'))
41 (6, 4, 11, ('氣', '化', '有', '道', '之', '名'))
42 (6, 4, 11, ('正', '夫', '婦', '之', '倫', '也'))
43 (6, 4, 11, ('書', '晉', '殺', '其', '大', '夫'))
44 (6, 4, 11, ('持', '其', '志', '無', '暴', '其'))
45 (6, 4, 11, ('所', '以', '正', '夫', '婦', '之'))
46 (6, 4, 11, ('情', '發', '見', '而', '知', '其'))
47 (6, 4, 11, ('性', '與', '知', '覺', '有', '心'))
48 (6, 4, 11, ('年', '鿡', '以', '上', '語', '類'))
49 (6, 4, 11, ('子', '貢', '越', '席', '而', '對'))
50 (6, 4, 11, ('太', '虚', '有', '天', '之', '名'))
51 (6, 4, 11, ('壬', '午', '鿡', '月', '鿡', '日'))
52 (6, 4, 11, ('合', '虚', '與', '氣', '有', '性'))
53 (6, 4, 11, ('合', '性', '與', '知', '覺', '有'))
54 (6, 4, 11, ('午', '鿡', '月', '鿡', '日', '書'))
55 (6, 4, 11, ('其', '志', '無', '暴', '其', '氣'))
56 (6, 4, 11, ('僖', '公', '鿡', '有', '鿡', '年'))
57 (6, 4, 11, ('以', '正', '夫', '婦', '之', '倫'))
58 (6, 4, 11, ('以', '上', '語', '類', '鿡', '條'))
59 (6, 4, 11, ('也', '鿡', '杜', '牧', '曰', '言'))
60 (6, 4, 11, ('之', '臣', '若', '水', '通', '曰'))
61 (6, 4, 11, ('之', '情', '發', '見', '而', '知'))
62 (6, 4, 11, ('之', '䘮', '則', '如', '之', '何'))
63 (6, 4, 11, ('不', '可', '以', '鿡', '時', '不'))
64 (6, 4, 11, ('䘮', '則', '如', '之', '何', '孔'))
65 (6, 3, 11, ('鿡', '隂', '鿡', '陽', '之', '謂'))
66 (6, 3, 11, ('鿡', '里', '旁', '加', '鿡', '里'))
67 (6, 3, 11, ('鿡', '行', '之', '生', '各', '鿡'))
68 (6, 3, 11, ('鿡', '梅', '堯', '臣', '曰', '以'))
69 (6, 3, 11, ('鿡', '是', '也', '書', '鿡', '月'))
70 (6, 3, 11, ('鿡', '日', '雨', '暘', '申', '省'))
71 (6, 3, 11, ('鿡', '性', '感', '動', '而', '善'))
72 (6, 3, 11, ('鿡', '年', '胡', '安', '國', '傳'))
73 (6, 3, 11, ('鿡', '年', '為', '鿡', '兆', '焉'))
74 (6, 3, 11, ('鿡', '年', '汪', '克', '寛', '曰'))
75 (6, 3, 11, ('鿡', '室', '之', '邑', '必', '有'))
76 (6, 3, 11, ('鿡', '單', '鿡', '石', '鿡', '斗'))
77 (6, 3, 11, ('鿡', '分', '道', '理', '夜', '氣'))
78 (6, 3, 11, ('音', '只', '梏', '音', '谷', '於'))
79 (6, 3, 11, ('非', '禮', '勿', '言', '非', '禮'))
80 (6, 3, 11, ('雨', '暘', '申', '省', '状', '照'))
1 (5, 33, 9, ('臣', '若', '水', '通', '曰'))
2 (5, 17, 9, ('鿡', '梅', '堯', '臣', '曰'))
3 (5, 17, 9, ('如', '之', '何', '孔', '子'))
4 (5, 17, 9, ('之', '何', '孔', '子', '曰'))
5 (5, 13, 9, ('論', '性', '不', '論', '氣'))
6 (5, 12, 9, ('論', '氣', '不', '論', '性'))
7 (5, 11, 9, ('公', '鿡', '有', '鿡', '年'))
8 (5, 11, 9, ('仁', '義', '禮', '智', '之'))
9 (5, 11, 9, ('也', '鿡', '杜', '牧', '曰'))
10 (5, 10, 9, ('鿡', '月', '初', '鿡', '日'))
11 (5, 8, 9, ('鿡', '要', '見', '本', '州'))
12 (5, 8, 9, ('鿡', '石', '鿡', '斗', '鿡'))
13 (5, 8, 9, ('補', '曽', '子', '問', '曰'))
14 (5, 8, 9, ('石', '鿡', '斗', '鿡', '升'))
15 (5, 8, 9, ('申', '省', '状', '照', '對'))
16 (5, 8, 9, ('唐', '太', '宗', '貞', '觀'))
17 (5, 8, 9, ('仁', '義', '禮', '智', '信'))
18 (5, 7, 9, ('論', '氣', '不', '備', '論'))
19 (5, 7, 9, ('省', '状', '照', '對', '本'))
20 (5, 7, 9, ('状', '照', '對', '本', '州'))
21 (5, 7, 9, ('氣', '不', '論', '性', '不'))
22 (5, 7, 9, ('氣', '不', '備', '論', '氣'))
23 (5, 7, 9, ('性', '不', '論', '氣', '不'))
24 (5, 7, 9, ('宗', '貞', '觀', '鿡', '年'))
25 (5, 7, 9, ('如', '何', '先', '生', '曰'))
26 (5, 7, 9, ('太', '宗', '貞', '觀', '鿡'))
27 (5, 7, 9, ('天', '地', '鿡', '物', '之'))
28 (5, 7, 9, ('備', '論', '氣', '不', '論'))
29 (5, 7, 9, ('也', '臣', '若', '水', '通'))
30 (5, 7, 9, ('不', '論', '氣', '不', '備'))
31 (5, 7, 9, ('不', '論', '性', '不', '明'))
32 (5, 7, 9, ('不', '備', '論', '氣', '不'))
33 (5, 6, 9, ('鿡', '有', '鿡', '年', '臣'))
34 (5, 6, 9, ('鿡', '年', '冬', '鿡', '月'))
35 (5, 6, 9, ('有', '鿡', '年', '臣', '按'))
36 (5, 6, 9, ('則', '如', '之', '何', '孔'))
37 (5, 6, 9, ('也', '鿡', '李', '筌', '曰'))
38 (5, 5, 9, ('鿡', '月', '鿡', '日', '書'))
39 (5, 5, 9, ('若', '水', '通', '曰', '此'))
40 (5, 5, 9, ('舜', '禹', '湯', '文', '武'))
41 (5, 5, 9, ('自', '鿡', '月', '初', '鿡'))
42 (5, 5, 9, ('米', '鿡', '石', '鿡', '斗'))
43 (5, 5, 9, ('氏', '曽', '子', '問', '曰'))
44 (5, 5, 9, ('梅', '堯', '臣', '曰', '以'))
45 (5, 5, 9, ('桀', '紂', '幽', '厲', '之'))
46 (5, 5, 9, ('有', '氣', '質', '之', '性'))
47 (5, 5, 9, ('月', '鿡', '日', '書', '云'))
48 (5, 5, 9, ('孔', '子', '聞', '之', '曰'))
49 (5, 5, 9, ('堯', '舜', '禹', '湯', '文'))
50 (5, 5, 9, ('南', '軒', '張', '氏', '曰'))
51 (5, 5, 9, ('也', '鿡', '梅', '堯', '臣'))
52 (5, 4, 9, ('鿡', '穀', '不', '升', '謂'))
53 (5, 4, 9, ('鿡', '杜', '牧', '曰', '言'))
54 (5, 4, 9, ('鿡', '年', '鿡', '語', '類'))
55 (5, 4, 9, ('鿡', '年', '鿡', '以', '上'))
56 (5, 4, 9, ('鿡', '何', '氏', '曰', '如'))
57 (5, 4, 9, ('鿡', '以', '上', '語', '類'))
58 (5, 4, 9, ('鿡', '乞', '降', '朝', '旨'))
59 (5, 4, 9, ('魏', '子', '之', '舉', '也'))
60 (5, 4, 9, ('隂', '陽', '鿡', '行', '之'))
61 (5, 4, 9, ('貢', '越', '席', '而', '對'))
62 (5, 4, 9, ('覺', '有', '心', '之', '名'))
63 (5, 4, 9, ('見', '而', '知', '其', '中'))
64 (5, 4, 9, ('虚', '與', '氣', '有', '性'))
65 (5, 4, 9, ('虚', '有', '天', '之', '名'))
66 (5, 4, 9, ('與', '知', '覺', '有', '心'))
67 (5, 4, 9, ('與', '氣', '有', '性', '之'))
